Targeting Code	Price (CPM)	Full Name	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Description	Updated Description
FDCCDAL01	$1.50	Political > US Congressional Districts > Alabama > Alabama 1st Congressional District (AL-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Alabama	Alabama 1st Congressional District (AL-01)		People who live in the Alabama 1st Congressional District (AL-01)	
FDCCDAK00	$1.50	Political > US Congressional Districts > Alaska > Alaska At-large Congressional District (AK-00)	Factual	Geopulse Audiences	Political	US Congressional Districts	Alaska	Alaska At-large Congressional District (AK-00)		People who live in the Alaska At-large Congressional District (AK-00)	
FDCAU9	$1.50	Factual Australia > Behavioral > Lifestyle and Lifestage > Moviegoers	Factual	Factual Australia	Behavioral	Lifestyle and Lifestage	Moviegoers			Consumers that frequent movie theaters.	
FDCAU8	$1.50	Factual Australia > Behavioral > Lifestyle and Lifestage > Live Sports Fans	Factual	Factual Australia	Behavioral	Lifestyle and Lifestage	Live Sports Fans			Consumers that attend live sporting events.	
FDCAU7	$1.50	Factual Australia > Behavioral > Lifestyle and Lifestage > Live Music Fans and Concert-goers	Factual	Factual Australia	Behavioral	Lifestyle and Lifestage	Live Music Fans and Concert-goers			Consumers that attend concerts and other live music events.	
FDCAU6	$1.50	Factual Australia > Behavioral > Lifestyle and Lifestage > Gym and Fitness Lifestyle	Factual	Factual Australia	Behavioral	Lifestyle and Lifestage	Gym and Fitness Lifestyle			Consumers that regularly go to gyms or fitness centers.	
FDCAU5	$1.50	Factual Australia > Behavioral > Lifestyle and Lifestage > Family Fun Lifestyle (Family Fun Activities)	Factual	Factual Australia	Behavioral	Lifestyle and Lifestage	Family Fun Lifestyle (Family Fun Activities)			Consumers that attend venues like amusement parks, zoos, and aquariums.	
FDCAU4	$1.50	Factual Australia > Behavioral > Lifestyle and Lifestage > College Students	Factual	Factual Australia	Behavioral	Lifestyle and Lifestage	College Students			Consumers that are college or graduate students and spend time on campus.	
FDCAU30	$1.50	Factual Australia > Brand Shoppers > 7-Eleven	Factual	Factual Australia	Brand Shoppers		7-Eleven			Consumers that have recently been to a 7-Eleven	
FDCAU3	$1.50	Factual Australia > Behavioral > Food and Beverage > Fast Food and QSR Diners (Quick Serve Restaurant Diner)	Factual	Factual Australia	Behavioral	Food and Beverage	Fast Food and QSR Diners (Quick Serve Restaurant Diner)			Consumers with location history patterns that include frequent visits to quick serve restaurants.	
FDCAU29	$1.50	Factual Australia > Brand Shoppers > Subway	Factual	Factual Australia	Brand Shoppers		Subway			Consumers that have recently been to a Subway	
FDCAU28	$1.50	Factual Australia > Brand Shoppers > Pizza Hut	Factual	Factual Australia	Brand Shoppers		Pizza Hut			Consumers that have recently been to a Pizza Hut	
FDCAU27	$1.50	Factual Australia > Brand Shoppers > McDonald's	Factual	Factual Australia	Brand Shoppers		McDonald's			Consumers that have recently been to a McDonald's	
FDCAU26	$1.50	Factual Australia > Brand Shoppers > KFC	Factual	Factual Australia	Brand Shoppers		KFC			Consumers that have recently been to a KFC	
FDCAU25	$1.50	Factual Australia > Brand Shoppers > Domino's Pizza	Factual	Factual Australia	Brand Shoppers		Domino's Pizza			Consumers that have recently been to a Domino's Pizza	
FDCAU24	$1.50	Factual Australia > Brand Shoppers > Target	Factual	Factual Australia	Brand Shoppers		Target			Consumers that have recently been to a Target	
FDCAU23	$1.50	Factual Australia > Brand Shoppers > Kmart	Factual	Factual Australia	Brand Shoppers		Kmart			Consumers that have recently been to a Kmart	
FDCAU22	$1.50	Factual Australia > Brand Shoppers > Big W	Factual	Factual Australia	Brand Shoppers		Big W			Consumers that have recently been to a Big W	
FDCAU21	$1.50	Factual Australia > Brand Shoppers > IGA	Factual	Factual Australia	Brand Shoppers		IGA			Consumers that have recently been to an IGA	
FDCAU20	$1.50	Factual Australia > Brand Shoppers > Coles	Factual	Factual Australia	Brand Shoppers		Coles			Consumers that have recently been to a Coles	
FDCAU2	$1.50	Factual Australia > Behavioral > Food and Beverage > Coffee and Tea Enthusiasts	Factual	Factual Australia	Behavioral	Food and Beverage	Coffee and Tea Enthusiasts			Consumers that enjoy drinking coffee and tea.	
FDCAU19	$1.50	Factual Australia > Brand Shoppers > Aldi	Factual	Factual Australia	Brand Shoppers		Aldi			Consumers that have recently been to an Aldi location	
FDCAU18	$1.50	Factual Australia > Brand Shoppers > Woolworths	Factual	Factual Australia	Brand Shoppers		Woolworths			Consumers that have recently been to a Woolworths	
FDCAU17	$1.50	Factual Australia > Behavioral > Travel and Transportation > Public Transportation Commuters (Daily Commuter)	Factual	Factual Australia	Behavioral	Travel and Transportation	Public Transportation Commuters (Daily Commuter)			Consumers that commute via public transportation on a regular schedule.	
FDCAU16	$1.50	Factual Australia > Behavioral > Travel and Transportation > Frequent Travelers	Factual	Factual Australia	Behavioral	Travel and Transportation	Frequent Travelers			Consumers that frequently travel by plane or train.	
FDCAU15	$1.50	Factual Australia > Behavioral > Travel and Transportation > Business Travelers	Factual	Factual Australia	Behavioral	Travel and Transportation	Business Travelers			Consumers whose location patterns indicate travel between cities for work.	
FDCAU14	$1.50	Factual Australia > Behavioral > Retail > Luxury Goods Shoppers (Affluent Consumer)	Factual	Factual Australia	Behavioral	Retail	Luxury Goods Shoppers (Affluent Consumer)			Consumers that shop for luxury goods and services.	
FDCAU13	$1.50	Factual Australia > Behavioral > Retail > Health Food Shoppers	Factual	Factual Australia	Behavioral	Retail	Health Food Shoppers			Consumers that frequent health food stores.	
FDCAU12	$1.50	Factual Australia > Behavioral > Retail > Financial Services Customers	Factual	Factual Australia	Behavioral	Retail	Financial Services Customers			Consumers that frequently use financial services.	
FDCAU11	$1.50	Factual Australia > Behavioral > Retail > Electronics Shoppers (Electronics Buyer)	Factual	Factual Australia	Behavioral	Retail	Electronics Shoppers (Electronics Buyer)			Consumers that frequently shop for products such as video games, mobile phones, connected televisions, and other electronics and technology products.	
FDCAU10	$1.50	Factual Australia > Behavioral > Lifestyle and Lifestage > Nightlife and Entertainment Enthusiasts	Factual	Factual Australia	Behavioral	Lifestyle and Lifestage	Nightlife and Entertainment Enthusiasts			Consumers that spend their leisure time at social entertainment venue.	
FDCAU1	$1.50	Factual Australia > Behavioral > Auto > In-Market Auto Intenders - All Cars (In Market Auto Buyer)	Factual	Factual Australia	Behavioral	Auto	In-Market Auto Intenders - All Cars (In Market Auto Buyer)			Consumers that are likely to be interested in purchasing or leasing a new or pre-owned vehicle.	
FDC99	$1.50	Brand Shoppers > Jack In The Box	Factual	Geopulse Audiences	Brand Shoppers	Jack In The Box				Consumers that have recently been to Jack In The Box	
FDC98	$1.50	Brand Shoppers > IHOP	Factual	Geopulse Audiences	Brand Shoppers	IHOP				Consumers that have recently been to IHOP	
FDC97	$1.50	Brand Shoppers > Hyundai Dealer	Factual	Geopulse Audiences	Brand Shoppers	Hyundai Dealer				Consumers that have recently been to a Hyundai Dealer	
FDC96	$1.50	Brand Shoppers > Honda Dealer	Factual	Geopulse Audiences	Brand Shoppers	Honda Dealer				Consumers that have recently been to a Honda Dealer	
FDC95	$1.50	Brand Shoppers > H&R Block	Factual	Geopulse Audiences	Brand Shoppers	H&R Block				Consumers that have recently been to H&R Block	
FDC94	$1.50	Brand Shoppers > GNC	Factual	Geopulse Audiences	Brand Shoppers	GNC				Consumers that have recently been to GNC	
FDC93	$1.50	Brand Shoppers > GameStop	Factual	Geopulse Audiences	Brand Shoppers	GameStop				Consumers that have recently been to GameStop	
FDC92	$1.50	Brand Shoppers > Ford Dealer	Factual	Geopulse Audiences	Brand Shoppers	Ford Dealer				Consumers that have recently been to a Ford Dealer	
FDC91	$1.50	Brand Shoppers > Foot Locker	Factual	Geopulse Audiences	Brand Shoppers	Foot Locker				Consumers that have recently been to Foot Locker	
FDC90	$1.50	Brand Shoppers > Firehouse Subs	Factual	Geopulse Audiences	Brand Shoppers	Firehouse Subs				Consumers that have recently been to Firehouse Subs	
FDC9	$1.50	Behavioral - Food and Beverage > Fast Casual Diners	Factual	Geopulse Audiences	Behavioral - Food and Beverage	Fast Casual Diners				Consumers with location history patterns that include frequent visits to fast casual restaurants.	
FDC89	$1.50	Brand Shoppers > Famous Footwear	Factual	Geopulse Audiences	Brand Shoppers	Famous Footwear				Consumers that have recently been to Famous Footwear	
FDC88	$1.50	Brand Shoppers > Family Dollar Store	Factual	Geopulse Audiences	Brand Shoppers	Family Dollar Store				Consumers that have recently been to Family Dollar Store	
FDC87	$1.50	Brand Shoppers > Fairfield Inn by Marriott	Factual	Geopulse Audiences	Brand Shoppers	Fairfield Inn by Marriott				Consumers that have recently been to Fairfield Inn by Marriott	
FDC86	$1.50	Brand Shoppers > Exxon	Factual	Geopulse Audiences	Brand Shoppers	Exxon				Consumers that have recently been to Exxon	
FDC85	$1.50	Brand Shoppers > Dunkin' Donuts	Factual	Geopulse Audiences	Brand Shoppers	Dunkin' Donuts				Consumers that have recently been to Dunkin' Donuts	
FDC84	$1.50	Brand Shoppers > Domino's Pizza	Factual	Geopulse Audiences	Brand Shoppers	Domino's Pizza				Consumers that have recently been to Domino's Pizza	
FDC83	$1.50	Brand Shoppers > Dollar Tree	Factual	Geopulse Audiences	Brand Shoppers	Dollar Tree				Consumers that have recently been to Dollar Tree	
FDC82	$1.50	Brand Shoppers > Dodge Dealer	Factual	Geopulse Audiences	Brand Shoppers	Dodge Dealer				Consumers that have recently been to a Dodge Dealer	
FDC81	$1.50	Brand Shoppers > Dick's Sporting Goods	Factual	Geopulse Audiences	Brand Shoppers	Dick's Sporting Goods				Consumers that have recently been to Dick's Sporting Goods	
FDC80	$1.50	Brand Shoppers > Days Inn	Factual	Geopulse Audiences	Brand Shoppers	Days Inn				Consumers that have recently been to Days Inn	
FDC8	$1.50	Behavioral - Food and Beverage > Coffee and Tea Enthusiasts	Factual	Geopulse Audiences	Behavioral - Food and Beverage	Coffee and Tea Enthusiasts				Consumers that enjoy drinking coffee and tea.	
FDC79	$1.50	Brand Shoppers > Dairy Queen	Factual	Geopulse Audiences	Brand Shoppers	Dairy Queen				Consumers that have recently been to Dairy Queen	
FDC78	$1.50	Brand Shoppers > CVS Pharmacy	Factual	Geopulse Audiences	Brand Shoppers	CVS Pharmacy				Consumers that have recently been to CVS Pharmacy	
FDC77	$1.50	Brand Shoppers > Costco	Factual	Geopulse Audiences	Brand Shoppers	Costco				Consumers that have recently been to Costco	
FDC76	$1.50	Brand Shoppers > CITGO	Factual	Geopulse Audiences	Brand Shoppers	CITGO				Consumers that have recently been to CITGO	
FDC75	$1.50	Brand Shoppers > Chipotle Mexican Grill	Factual	Geopulse Audiences	Brand Shoppers	Chipotle Mexican Grill				Consumers that have recently been to Chipotle Mexican Grill	
FDC74	$1.50	Brand Shoppers > Chick-Fil-A	Factual	Geopulse Audiences	Brand Shoppers	Chick-Fil-A				Consumers that have recently been to Chick-Fil-A	
FDC73	$1.50	Brand Shoppers > Chevron	Factual	Geopulse Audiences	Brand Shoppers	Chevron				Consumers that have recently been to Chevron	
FDC72	$1.50	Brand Shoppers > Chevrolet Dealer	Factual	Geopulse Audiences	Brand Shoppers	Chevrolet Dealer				Consumers that have recently been to a Chevrolet Dealer	
FDC71	$1.50	Brand Shoppers > Chase Bank	Factual	Geopulse Audiences	Brand Shoppers	Chase Bank				Consumers that have recently been to Chase Bank	
FDC70	$1.50	Brand Shoppers > Burger King	Factual	Geopulse Audiences	Brand Shoppers	Burger King				Consumers that have recently been to Burger King	
FDC7	$1.50	Behavioral - Food and Beverage > Candy and Sweets Enthusiasts	Factual	Geopulse Audiences	Behavioral - Food and Beverage	Candy and Sweets Enthusiasts				Consumers that frequent places like bakeries, dessert shops, and candy stores.	
FDC69	$1.50	Brand Shoppers > Buffalo Wild Wings	Factual	Geopulse Audiences	Brand Shoppers	Buffalo Wild Wings				Consumers that have recently been to Buffalo Wild Wings	
FDC68	$1.50	Brand Shoppers > BP	Factual	Geopulse Audiences	Brand Shoppers	BP				Consumers that have recently been to BP	
FDC67	$1.50	Brand Shoppers > Big Lots	Factual	Geopulse Audiences	Brand Shoppers	Big Lots				Consumers that have recently been to Big Lots	
FDC66	$1.50	Brand Shoppers > Best Buy	Factual	Geopulse Audiences	Brand Shoppers	Best Buy				Consumers that have recently been to Best Buy	
FDC657	$1.50	Behavioral - Seasonal > Spring Breakers	Factual	Geopulse Audiences	Behavioral - Seasonal	Spring Breakers				Consumers who were seen at airports and hotels during spring break 2017 and are likely planning to travel again this year	
FDC656	$1.50	Behavioral - Seasonal > Prom Goers	Factual	Geopulse Audiences	Behavioral - Seasonal	Prom Goers				Consumers who have been seen on a high school campus and have been seen at a formal/prom dress shop, suit shop, or tux shop	
FDC655	$1.50	Behavioral - Seasonal > Technology Conference Attenders	Factual	Geopulse Audiences	Behavioral - Seasonal	Technology Conference Attenders				Consumers who have attended large scale technology events and conferences such as CES, SXSW, IBM InterConnect, Google Next, Microsoft WPC, Code/Media, IT Expo, Adobe Summit, and Dreamforce	
FDC654	$1.50	Behavioral - Seasonal > March Madness Viewers (College Basketball Enthusiasts)	Factual	Geopulse Audiences	Behavioral - Seasonal	March Madness Viewers (College Basketball Enthusiasts)				Consumers who have been seen at NCAA basketball stadiums across the country	
FDC653	$1.50	Behavioral - Seasonal > Spring Cleaners	Factual	Geopulse Audiences	Behavioral - Seasonal	Spring Cleaners				Consumers who have recently visited stores that sell storage and organization products such as The Container Store, Storables, IKEA, and office supply stores	
FDC652	$1.50	Behavioral - Seasonal > NBA Finals Viewers	Factual	Geopulse Audiences	Behavioral - Seasonal	NBA Finals Viewers				Consumers who have been seen at NBA stadiums across the country	
FDC651	$1.50	Behavioral - Seasonal > Cold and Flu Shoppers	Factual	Geopulse Audiences	Behavioral - Seasonal	Cold and Flu Shoppers				Consumers who have visited a pharmacy during cold & flu season in highly impacted areas	
FDC650	$1.50	Behavioral - Seasonal > Summer Traveler	Factual	Geopulse Audiences	Behavioral - Seasonal	Summer Traveler				Consumers who were seen at airports and hotels during summer 2017 and are likely planning to travel again this year	
FDC65	$1.50	Brand Shoppers > Bed Bath & Beyond	Factual	Geopulse Audiences	Brand Shoppers	Bed Bath & Beyond				Consumers that have recently been to Bed Bath & Beyond	
FDC649	$1.50	Behavioral - Seasonal > Father's Day Shoppers	Factual	Geopulse Audiences	Behavioral - Seasonal	Father's Day Shoppers				Consumers who have been see shopping for Father’s Day gifts	
FDC648	$1.50	Behavioral - Seasonal > World Cup Watchers	Factual	Geopulse Audiences	Behavioral - Seasonal	World Cup Watchers				Consumers whose location history shows they enjoy attending live soccer games. These consumers have been seen at soccer stadiums across the country.	
FDC647	$1.50	Behavioral - Seasonal > Mother's Day Shoppers	Factual	Geopulse Audiences	Behavioral - Seasonal	Mother's Day Shoppers				Consumers who have been seen shopping for Mother’s Day Gifts at locations such as jewelry stores, lingerie stores, and florists	
FDC646	$1.50	Behavioral - Lifestyle and Lifestage > Teens & High School Students	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	Teens & High School Students				Consumers seen spending time at high schools and visiting places that indicate they fall into the teenage age group	
FDC645	$1.50	Behavioral - Lifestyle and Lifestage > College-Bound Students	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	College-Bound Students				Consumers who have recently been seen visiting places like SAT/ACT test prep centers and college prep centers	
FDC644	$1.50	Behavioral - Lifestyle and Lifestage > IT Decision Makers	Factual	Geopulse Audiences	Behavioral - Lifestyle and Lifestage	IT Decision Makers				Consumers with high household incomes seen at leading technology conferences	
FDC643	$1.50	Behavioral - Seasonal > Holiday Celebrators	Factual	Geopulse Audiences	Behavioral - Seasonal	Holiday Celebrators				Consumers seen at places like Christmas markets and holiday festivals, in November and December	
FDC642	$1.50	Behavioral - Seasonal > New Year's Celebrators	Factual	Geopulse Audiences	Behavioral - Seasonal	New Year's Celebrators				Consumers seen at bars, nightclubs, and other locations over New Year's eve.	
FDC641	$1.50	Behavioral - Seasonal > Holiday Deal Seeker Shoppers	Factual	Geopulse Audiences	Behavioral - Seasonal	Holiday Deal Seeker Shoppers				Consumers seen at discount stores, outlet stores, and other shopping locations	
FDC640	$1.50	Behavioral - Seasonal > Winter Activity Enthusiasts (Skiers and Snowboarders)	Factual	Geopulse Audiences	Behavioral - Seasonal	Winter Activity Enthusiasts (Skiers and Snowboarders)				Consumers seen at ski-resorts, sporting goods stores, and other winter-activity related locations during the ski/snowboarding season.	
FDC64	$1.50	Brand Shoppers > Barnes & Noble	Factual	Geopulse Audiences	Brand Shoppers	Barnes & Noble				Consumers that have recently been to Barnes & Noble	
FDC639	$1.50	Behavioral - Seasonal > Holiday Entertainers (Holiday Party Planners)	Factual	Geopulse Audiences	Behavioral - Seasonal	Holiday Entertainers (Holiday Party Planners)				Consumers seen at party supply stores, houseware stores, and other party-related locations	
FDC638	$1.50	Behavioral - Seasonal > Halloween Celebrators	Factual	Geopulse Audiences	Behavioral - Seasonal	Halloween Celebrators				Consumers observed in October at costume stores, haunted houses, and other Halloween-related locations	
FDC637	$1.50	Behavioral - Seasonal > Black Friday & Cyber Monday Shoppers	Factual	Geopulse Audiences	Behavioral - Seasonal	Black Friday & Cyber Monday Shoppers				Consumers observed over Black Friday weekend at locations like malls, shopping outlets, and electronics stores	
FDC636	$1.50	Behavioral - Seasonal > Holiday Travelers	Factual	Geopulse Audiences	Behavioral - Seasonal	Holiday Travelers				Consumers observed traveling in November or December	
FDC635	$1.50	Brand Shoppers > Pep Boys	Factual	Geopulse Audiences	Brand Shoppers	Pep Boys				Consumers that have recently been to a Pep Boys location	
FDC634	$1.50	Brand Shoppers > Williams-Sonoma	Factual	Geopulse Audiences	Brand Shoppers	Williams-Sonoma				Consumers that have recently been to a Williams-Sonoma location	
FDC633	$1.50	Brand Shoppers > Scottrade	Factual	Geopulse Audiences	Brand Shoppers	Scottrade				Consumers that have recently been to a Scottrade location	
FDC632	$1.50	Brand Shoppers > Sally Beauty Supply	Factual	Geopulse Audiences	Brand Shoppers	Sally Beauty Supply				Consumers that have recently been to a Sally Beauty Supply location	
FDC631	$1.50	Brand Shoppers > ULTA Beauty	Factual	Geopulse Audiences	Brand Shoppers	ULTA Beauty				Consumers that have recently been to an ULTA Beauty location	
FDC630	$1.50	Brand Shoppers > Advance Auto Parts	Factual	Geopulse Audiences	Brand Shoppers	Advance Auto Parts				Consumers that have recently been to a Advance Auto Parts location	
FDC63	$1.50	Brand Shoppers > Autozone	Factual	Geopulse Audiences	Brand Shoppers	Autozone				Consumers that have recently been to Autozone	
FDC629	$1.50	Brand Shoppers > US Bank	Factual	Geopulse Audiences	Brand Shoppers	US Bank				Consumers that have recently been to a US Bank location	
FDC628	$1.50	Brand Shoppers > Les Schwab Tire Centers	Factual	Geopulse Audiences	Brand Shoppers	Les Schwab Tire Centers				Consumers that have recently been to a Les Schwab Tire Center	
FDC627	$1.50	Brand Shoppers > AMC Theatres	Factual	Geopulse Audiences	Brand Shoppers	AMC Theatres				Consumers that have recently been to AMC Theatres	
FDC626	$1.50	Brand Shoppers > Hardee's	Factual	Geopulse Audiences	Brand Shoppers	Hardee's				Consumers that have recently been to a Hardee's	
FDC625	$1.50	Brand Shoppers > QDOBA Mexican Eats	Factual	Geopulse Audiences	Brand Shoppers	QDOBA Mexican Eats				Consumers that have recently been to a QDOBA Mexican Eats	
FDC624	$1.50	Brand Shoppers > BMW Dealer	Factual	Geopulse Audiences	Brand Shoppers	BMW Dealer				Consumers that have recently been to BMW Dealer	
FDC623	$1.50	Brand Shoppers > Zara	Factual	Geopulse Audiences	Brand Shoppers	Zara				Consumers that have recently been to Zara	
FDC622	$1.50	Brand Shoppers > Whole Foods	Factual	Geopulse Audiences	Brand Shoppers	Whole Foods				Consumers that have recently been to Whole Foods	
FDC621	$1.50	Brand Shoppers > White Castle	Factual	Geopulse Audiences	Brand Shoppers	White Castle				Consumers that have recently been to White Castle	
FDC620	$1.50	Brand Shoppers > Weight Watchers	Factual	Geopulse Audiences	Brand Shoppers	Weight Watchers				Consumers that have recently been to Weight Watchers	
FDC62	$1.50	Brand Shoppers > AT&T Store	Factual	Geopulse Audiences	Brand Shoppers	AT&T Store				Consumers that have recently been to an AT&T Store	
FDC619	$1.50	Brand Shoppers > Vons	Factual	Geopulse Audiences	Brand Shoppers	Vons				Consumers that have recently been to Vons	
FDC618	$1.50	Brand Shoppers > Volvo Dealer	Factual	Geopulse Audiences	Brand Shoppers	Volvo Dealer				Consumers that have recently been to a Volvo Dealer	
FDC617	$1.50	Brand Shoppers > Volkswagen Dealer	Factual	Geopulse Audiences	Brand Shoppers	Volkswagen Dealer				Consumers that have recently been to a Volkswagen Dealer	
FDC616	$1.50	Brand Shoppers > Victoria's Secret	Factual	Geopulse Audiences	Brand Shoppers	Victoria's Secret				Consumers that have recently been to Victoria's Secret	
FDC615	$1.50	Brand Shoppers > Verizon Wireless	Factual	Geopulse Audiences	Brand Shoppers	Verizon Wireless				Consumers that have recently been to Verizon Wireless	
FDC614	$1.50	Brand Shoppers > Valvoline Instant Oil Change	Factual	Geopulse Audiences	Brand Shoppers	Valvoline Instant Oil Change				Consumers that have recently been to Valvoline Instant Oil Change	
FDC613	$1.50	Brand Shoppers > True Value	Factual	Geopulse Audiences	Brand Shoppers	True Value				Consumers that have recently been to True Value	
FDC612	$1.50	Brand Shoppers > Trader Joe's	Factual	Geopulse Audiences	Brand Shoppers	Trader Joe's				Consumers that have recently been to Trader Joe's	
FDC611	$1.50	DEPRECATED > Toys"R"Us	Factual	Geopulse Audiences	DEPRECATED	Toys"R"Us				Consumers that have recently been to Toys"R"Us	
FDC610	$1.50	Brand Shoppers > The Ritz-Carlton	Factual	Geopulse Audiences	Brand Shoppers	The Ritz-Carlton				Consumers that have recently been to The Ritz-Carlton	
FDC61	$1.50	Brand Shoppers > Arby's	Factual	Geopulse Audiences	Brand Shoppers	Arby's				Consumers that have recently been to Arby's	
FDC609	$1.50	Brand Shoppers > The Coffee Bean and Tea Leaf	Factual	Geopulse Audiences	Brand Shoppers	The Coffee Bean and Tea Leaf				Consumers that have recently been to The Coffee Bean and Tea Leaf	
FDC608	$1.50	Brand Shoppers > The Cheesecake Factory	Factual	Geopulse Audiences	Brand Shoppers	The Cheesecake Factory				Consumers that have recently been to The Cheesecake Factory	
FDC607	$1.50	Brand Shoppers > TGI Fridays	Factual	Geopulse Audiences	Brand Shoppers	TGI Fridays				Consumers that have recently been to TGI Fridays	
FDC606	$1.50	Brand Shoppers > T-Mobile	Factual	Geopulse Audiences	Brand Shoppers	T-Mobile				Consumers that have recently been to T-Mobile	
FDC605	$1.50	Brand Shoppers > Sprint	Factual	Geopulse Audiences	Brand Shoppers	Sprint				Consumers that have recently been to Sprint	
FDC603	$1.50	Brand Shoppers > Sleepy's Mattress	Factual	Geopulse Audiences	Brand Shoppers	Sleepy's Mattress				Consumers that have recently been to Sleepy's Mattress	
FDC602	$1.50	Brand Shoppers > Sleep Number	Factual	Geopulse Audiences	Brand Shoppers	Sleep Number				Consumers that have recently been to Sleep Number	
FDC601	$1.50	Brand Shoppers > Sheraton	Factual	Geopulse Audiences	Brand Shoppers	Sheraton				Consumers that have recently been to Sheraton	
FDC600	$1.50	Brand Shoppers > Sears Auto Center	Factual	Geopulse Audiences	Brand Shoppers	Sears Auto Center				Consumers that have recently been to Sears Auto Center	
FDC60	$1.50	Brand Shoppers > Applebee's	Factual	Geopulse Audiences	Brand Shoppers	Applebee's				Consumers that have recently been to Applebee's	
FDC6	$1.50	Behavioral - Auto > Recent Auto Repair Customers	Factual	Geopulse Audiences	Behavioral - Auto	Recent Auto Repair Customers				Consumers that have recently had their vehicle repaired.	
FDC599	$1.50	Brand Shoppers > Saks OFF 5TH	Factual	Geopulse Audiences	Brand Shoppers	Saks OFF 5TH				Consumers that have recently been to Saks OFF 5TH	
FDC598	$1.50	Brand Shoppers > Saks Fifth Avenue	Factual	Geopulse Audiences	Brand Shoppers	Saks Fifth Avenue				Consumers that have recently been to Saks Fifth Avenue	
FDC597	$1.50	Brand Shoppers > Residence Inn by Marriott	Factual	Geopulse Audiences	Brand Shoppers	Residence Inn by Marriott				Consumers that have recently been to Residence Inn by Marriott	
FDC596	$1.50	Brand Shoppers > REI	Factual	Geopulse Audiences	Brand Shoppers	REI				Consumers that have recently been to REI	
FDC595	$1.50	Brand Shoppers > Regal Entertainment Group	Factual	Geopulse Audiences	Brand Shoppers	Regal Entertainment Group				Consumers that have recently been to Regal Entertainment Group	
FDC594	$1.50	Brand Shoppers > Raymond James	Factual	Geopulse Audiences	Brand Shoppers	Raymond James				Consumers that have recently been to Raymond James	
FDC593	$1.50	Brand Shoppers > Ralphs	Factual	Geopulse Audiences	Brand Shoppers	Ralphs				Consumers that have recently been to Ralphs	
FDC592	$1.50	Brand Shoppers > Ralph Lauren	Factual	Geopulse Audiences	Brand Shoppers	Ralph Lauren				Consumers that have recently been to Ralph Lauren	
FDC591	$1.50	Brand Shoppers > Quiktrip	Factual	Geopulse Audiences	Brand Shoppers	Quiktrip				Consumers that have recently been to Quiktrip	
FDC590	$1.50	Brand Shoppers > Pottery Barn	Factual	Geopulse Audiences	Brand Shoppers	Pottery Barn				Consumers that have recently been to Pottery Barn	
FDC59	$1.50	Brand Shoppers > Anytime Fitness	Factual	Geopulse Audiences	Brand Shoppers	Anytime Fitness				Consumers that have recently been to Anytime Fitness	
FDC589	$1.50	Brand Shoppers > Pier 1 Imports	Factual	Geopulse Audiences	Brand Shoppers	Pier 1 Imports				Consumers that have recently been to Pier 1 Imports	
FDC588	$1.50	Brand Shoppers > Peet's Coffee and Tea	Factual	Geopulse Audiences	Brand Shoppers	Peet's Coffee and Tea				Consumers that have recently been to Peet's Coffee and Tea	
FDC587	$1.50	Brand Shoppers > Pandora Jewelry	Factual	Geopulse Audiences	Brand Shoppers	Pandora Jewelry				Consumers that have recently been to Pandora Jewelry	
FDC586	$1.50	Brand Shoppers > Panda Express	Factual	Geopulse Audiences	Brand Shoppers	Panda Express				Consumers that have recently been to Panda Express	
FDC585	$1.50	Brand Shoppers > PacSun	Factual	Geopulse Audiences	Brand Shoppers	PacSun				Consumers that have recently been to PacSun	
FDC584	$1.50	Brand Shoppers > P.F. Chang's China Bistro	Factual	Geopulse Audiences	Brand Shoppers	P.F. Chang's China Bistro				Consumers that have recently been to P.F. Chang's China Bistro	
FDC583	$1.50	Brand Shoppers > Nordstrom Rack	Factual	Geopulse Audiences	Brand Shoppers	Nordstrom Rack				Consumers that have recently been to Nordstrom Rack	
FDC582	$1.50	Brand Shoppers > Nordstrom	Factual	Geopulse Audiences	Brand Shoppers	Nordstrom				Consumers that have recently been to Nordstrom	
FDC581	$1.50	Brand Shoppers > Nike Store	Factual	Geopulse Audiences	Brand Shoppers	Nike Store				Consumers that have recently been to a Nike Store	
FDC580	$1.50	Brand Shoppers > Neiman Marcus	Factual	Geopulse Audiences	Brand Shoppers	Neiman Marcus				Consumers that have recently been to Neiman Marcus	
FDC58	$1.50	Brand Shoppers > American Eagle Outfitters	Factual	Geopulse Audiences	Brand Shoppers	American Eagle Outfitters				Consumers that have recently been to American Eagle Outfitters	
FDC579	$1.50	Brand Shoppers > Mitsubishi Dealer	Factual	Geopulse Audiences	Brand Shoppers	Mitsubishi Dealer				Consumers that have recently been to a Mitsubishi Dealer	
FDC578	$1.50	Brand Shoppers > MINI Dealer	Factual	Geopulse Audiences	Brand Shoppers	MINI Dealer				Consumers that have recently been to a MINI Dealer	
FDC577	$1.50	Brand Shoppers > Midas	Factual	Geopulse Audiences	Brand Shoppers	Midas				Consumers that have recently been to Midas	
FDC576	$1.50	Brand Shoppers > Microsoft Store	Factual	Geopulse Audiences	Brand Shoppers	Microsoft Store				Consumers that have recently been to Microsoft Store	
